Product Name,Price,Rating,Reviews,Original_Price,Price_Difference,Out_of_Stock,Brand,Sponsored,Delivery_Mumbai,Delivery_Delhi
Stunning Pink Stone Silver-Toned Rhodium Plated Pendant...,219,3.4,0,262.8,43.80000000000001,0,Stunning,Sponsored,5,3
Stunning Pink Stone Silver-Toned Rhodium Plated Pendant...,599,3.4,0,718.8,119.79999999999995,0,Stunning,Organic,1,5
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",140,3.4,0,168.0,28.0,0,"Brass,",Organic,1,1
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",749,3.4,0,898.8,149.79999999999995,1,"Brass,",Organic,1,5
Alloy Rhodium White Jewel Set,170,3.4,0,204.0,34.0,0,Alloy,Organic,3,2
Alloy Rhodium White Jewel Set,1799,3.4,0,2158.7999999999997,359.7999999999997,0,Alloy,Organic,5,2
"Brass Gold-plated Rose Gold, Grey, White Jewel Set",196,3.4,0,235.2,39.19999999999999,0,Brass,Organic,5,4
"Brass Gold-plated Rose Gold, Grey, White Jewel Set",999,3.4,0,1198.8,199.79999999999995,0,Brass,Organic,4,5
Diamond Gold-plated Plated Alloy Necklace Set Diamond B...,137,3.4,0,164.4,27.400000000000006,0,Diamond,Organic,2,4
Diamond Gold-plated Plated Alloy Necklace Set Diamond B...,999,3.4,0,1198.8,199.79999999999995,0,Diamond,Organic,5,1
"Brass Silver, Gold-plated Rose Gold, White, Purple Jewe...",269,3.4,0,322.8,53.80000000000001,1,Brass,Organic,5,1
"Brass Silver, Gold-plated Rose Gold, White, Purple Jewe...",1299,3.4,0,1558.8,259.79999999999995,0,Brass,Organic,2,1
Diamond Gold-plated Plated Alloy Necklace Set Diamond B...,150,3.4,0,180.0,30.0,0,Diamond,Organic,5,3
Diamond Gold-plated Plated Alloy Necklace Set Diamond B...,999,3.4,0,1198.8,199.79999999999995,0,Diamond,Organic,1,2
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",140,3.4,0,168.0,28.0,1,"Brass,",Sponsored,2,2
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Organic,2,5
Diamond Gold-plated Plated Alloy Necklace Set Diamond B...,153,3.4,0,183.6,30.599999999999994,0,Diamond,Sponsored,2,5
Diamond Gold-plated Plated Alloy Necklace Set Diamond B...,999,3.4,0,1198.8,199.79999999999995,0,Diamond,Organic,5,5
Alloy Gold-plated Gold Jewel Set,250,3.4,0,300.0,50.0,1,Alloy,Organic,4,5
Alloy Gold-plated Gold Jewel Set,1999,3.4,0,2398.7999999999997,399.7999999999997,0,Alloy,Organic,3,4
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",156,3.4,0,187.2,31.19999999999999,0,"Brass,",Organic,3,4
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",999,3.4,0,1198.8,199.79999999999995,0,"Brass,",Organic,2,2
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",140,3.4,0,168.0,28.0,0,"Brass,",Sponsored,5,4
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Sponsored,3,2
Alloy Rhodium Silver Jewel Set,239,3.4,0,286.8,47.80000000000001,1,Alloy,Organic,1,5
Alloy Rhodium Silver Jewel Set,1999,3.4,0,2398.7999999999997,399.7999999999997,0,Alloy,Organic,2,2
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",147,3.4,0,176.4,29.400000000000006,0,"Brass,",Organic,1,3
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",999,3.4,0,1198.8,199.79999999999995,0,"Brass,",Organic,5,3
"Brass Gold-plated Gold, Maroon Jewel Set",156,3.4,0,187.2,31.19999999999999,0,Brass,Organic,4,2
"Brass Gold-plated Gold, Maroon Jewel Set",999,3.4,0,1198.8,199.79999999999995,0,Brass,Organic,3,4
"Brass, Alloy Gold-plated, Rhodium Gold, Black Jewel Set",140,3.4,0,168.0,28.0,1,"Brass,",Organic,5,5
"Brass, Alloy Gold-plated, Rhodium Gold, Black Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Organic,3,2
Alloy Rhodium White Jewel Set,180,3.4,0,216.0,36.0,0,Alloy,Organic,5,2
Alloy Rhodium White Jewel Set,1799,3.4,0,2158.7999999999997,359.7999999999997,0,Alloy,Organic,2,3
"Brass Silver Silver, White, Purple Jewel Set",176,3.4,0,211.2,35.19999999999999,0,Brass,Organic,1,2
"Brass Silver Silver, White, Purple Jewel Set",999,3.4,0,1198.8,199.79999999999995,1,Brass,Organic,2,2
Brass Gold-plated Gold Jewel Set,139,3.4,0,166.79999999999998,27.799999999999983,1,Brass,Organic,1,5
Brass Gold-plated Gold Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Brass,Organic,5,2
Brass Gold-plated Gold Jewel Set,215,3.4,0,258.0,43.0,0,Brass,Organic,5,4
"Brass, Alloy Gold-plated, Rhodium Gold, Turquoise Jewel...",140,3.4,0,168.0,28.0,0,"Brass,",Organic,3,4
"Brass, Alloy Gold-plated, Rhodium Gold, Turquoise Jewel...",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Organic,5,4
Diamond Silver Plated Stainless Steel Necklace,153,3.4,0,183.6,30.599999999999994,0,Diamond,Organic,5,1
Diamond Silver Plated Stainless Steel Necklace,1299,3.4,0,1558.8,259.79999999999995,0,Diamond,Organic,3,1
"Brass Gold-plated Gold, White Jewel Set",245,3.4,0,294.0,49.0,1,Brass,Organic,1,4
"Brass Gold-plated Gold, White Jewel Set",999,3.4,0,1198.8,199.79999999999995,0,Brass,Organic,5,3
"Brass Gold-plated Rose Gold, Purple, Pink Jewel Set",211,3.4,0,253.2,42.19999999999999,0,Brass,Organic,1,2
"Brass Gold-plated Rose Gold, Purple, Pink Jewel Set",999,3.4,0,1198.8,199.79999999999995,0,Brass,Organic,4,3
"Brass Gold-plated Rose Gold, Purple, Pink Jewel Set",180,3.8,842,216.0,36.0,0,Brass,Organic,5,2
"Brass Gold-plated Rose Gold, Purple, Pink Jewel Set",269,3.8,98,322.8,53.80000000000001,0,Brass,Organic,5,5
"Brass Gold-plated Rose Gold, Purple, Pink Jewel Set",151,3.8,23,181.2,30.19999999999999,0,Brass,Organic,1,5
"Brass Gold-plated Rose Gold, Purple, Pink Jewel Set",170,4.2,2762,204.0,34.0,0,Brass,Sponsored,4,4
"Brass Gold-plated Rose Gold, Purple, Pink Jewel Set",239,,0,286.8,47.80000000000001,0,Brass,Organic,3,1
Necklaces & Chains,100,3.4,0,120.0,20.0,0,Necklaces,Sponsored,3,1
Necklaces & Chains,200,3.4,0,240.0,40.0,0,Necklaces,Organic,2,1
Necklaces & Chains,500,3.4,0,600.0,100.0,0,Necklaces,Organic,5,5
Necklaces & Chains,700,3.4,0,840.0,140.0,0,Necklaces,Organic,5,2
Necklaces & Chains,1500,3.4,0,1800.0,300.0,0,Necklaces,Organic,2,3
Necklaces & Chains,100,3.4,0,120.0,20.0,1,Necklaces,Organic,1,3
Necklaces & Chains,200,3.4,0,240.0,40.0,0,Necklaces,Organic,1,2
Necklaces & Chains,500,3.4,0,600.0,100.0,1,Necklaces,Organic,1,5
Necklaces & Chains,700,3.4,0,840.0,140.0,0,Necklaces,Organic,5,4
Necklaces & Chains,1500,3.4,0,1800.0,300.0,1,Necklaces,Organic,4,1
Necklaces & Chains,1500,3.4,0,1800.0,300.0,0,Necklaces,Organic,1,2
Alloy Gold-plated Pink Jewel Set,285,3.4,0,342.0,57.0,0,Alloy,Organic,5,3
Alloy Gold-plated Pink Jewel Set,1999,3.4,0,2398.7999999999997,399.7999999999997,1,Alloy,Sponsored,5,5
Brass Gold-plated White Jewel Set,1698,3.4,0,2037.6,339.5999999999999,0,Brass,Organic,2,3
Brass Gold-plated White Jewel Set,5499,3.4,0,6598.8,1099.8000000000002,0,Brass,Sponsored,3,1
Alloy Gold-plated Gold Jewel Set,180,3.4,0,216.0,36.0,0,Alloy,Organic,5,2
Alloy Gold-plated Gold Jewel Set,699,3.4,0,838.8,139.79999999999995,0,Alloy,Organic,5,3
"Brass, Alloy Gold-plated, Rhodium Gold, Green Jewel Set",140,3.4,0,168.0,28.0,0,"Brass,",Sponsored,2,4
"Brass, Alloy Gold-plated, Rhodium Gold, Green Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Organic,1,2
Diamond Gold-plated Plated Alloy Necklace,139,3.4,0,166.79999999999998,27.799999999999983,0,Diamond,Sponsored,3,3
Diamond Gold-plated Plated Alloy Necklace,1000,3.4,0,1200.0,200.0,0,Diamond,Organic,3,2
Alloy Rhodium White Jewel Set,208,3.4,0,249.6,41.599999999999994,0,Alloy,Organic,1,3
Alloy Rhodium White Jewel Set,2099,3.4,0,2518.7999999999997,419.7999999999997,0,Alloy,Organic,3,2
925 Sterling Silver Shri Krishna Diamond Pendant for Wo...,2768,3.4,0,3321.6,553.5999999999999,0,925,Organic,1,5
925 Sterling Silver Shri Krishna Diamond Pendant for Wo...,3999,3.4,0,4798.8,799.8000000000002,0,925,Organic,4,5
925 Sterling Silver Shri Krishna Diamond Pendant for Wo...,215,3.4,0,258.0,43.0,0,925,Organic,2,2
Winnifred Anti Tarnish Stainless Steel Gold Single Diam...,219,3.4,0,262.8,43.80000000000001,1,Winnifred,Sponsored,5,4
Winnifred Anti Tarnish Stainless Steel Gold Single Diam...,999,3.4,0,1198.8,199.79999999999995,0,Winnifred,Organic,4,1
"Brass Gold-plated Silver, White Jewel Set",154,3.4,0,184.79999999999998,30.799999999999983,0,Brass,Organic,4,4
"Brass Gold-plated Silver, White Jewel Set",999,3.4,0,1198.8,199.79999999999995,0,Brass,Organic,2,4
Diamond Gold-plated Plated Alloy Necklace,167,3.4,0,200.4,33.400000000000006,0,Diamond,Organic,1,4
Diamond Gold-plated Plated Alloy Necklace,1499,3.4,0,1798.8,299.79999999999995,0,Diamond,Sponsored,2,2
Alloy Gold-plated Gold Jewel Set,250,3.4,0,300.0,50.0,0,Alloy,Organic,3,2
Alloy Gold-plated Gold Jewel Set,1999,3.4,0,2398.7999999999997,399.7999999999997,0,Alloy,Organic,1,4
"Alloy Gold-plated Pink, Gold Jewel Set",354,3.4,0,424.8,70.80000000000001,0,Alloy,Organic,2,4
"Alloy Gold-plated Pink, Gold Jewel Set",1499,3.4,0,1798.8,299.79999999999995,0,Alloy,Organic,3,2
Diamond Gold-plated Plated Alloy Necklace,139,3.4,0,166.79999999999998,27.799999999999983,0,Diamond,Organic,5,1
Diamond Gold-plated Plated Alloy Necklace,1300,3.4,0,1560.0,260.0,0,Diamond,Organic,5,5
Beautiful Round Shape Choker Necklace Design Diamond Si...,271,3.4,0,325.2,54.19999999999999,0,Beautiful,Sponsored,2,1
Beautiful Round Shape Choker Necklace Design Diamond Si...,1099,3.4,0,1318.8,219.79999999999995,0,Beautiful,Organic,1,4
Diamond Gold-plated Plated Alloy Necklace,184,3.4,0,220.79999999999998,36.79999999999998,0,Diamond,Organic,3,4
Diamond Gold-plated Plated Alloy Necklace,1499,3.4,0,1798.8,299.79999999999995,0,Diamond,Organic,1,3
Diamond Gold-plated Plated Alloy Necklace,198,3.4,0,237.6,39.599999999999994,0,Diamond,Organic,3,3
Diamond Gold-plated Plated Alloy Necklace,1499,3.4,0,1798.8,299.79999999999995,0,Diamond,Organic,2,3
"Alloy Gold-plated Black, Gold, White Jewel Set",841,3.4,0,1009.1999999999999,168.19999999999993,0,Alloy,Organic,3,1
"Alloy Gold-plated Black, Gold, White Jewel Set",2569,3.4,0,3082.7999999999997,513.7999999999997,0,Alloy,Organic,4,5
Diamond Gold-plated Plated Brass Chain,168,3.4,0,201.6,33.599999999999994,0,Diamond,Organic,3,1
Diamond Gold-plated Plated Brass Chain,999,3.4,0,1198.8,199.79999999999995,0,Diamond,Organic,5,5
Diamond Gold-plated Plated Brass Chain,26,3.4,0,31.2,5.199999999999999,0,Diamond,Organic,4,2
Alloy Silver Silver Jewel Set,109,3.4,0,130.79999999999998,21.799999999999983,0,Alloy,Organic,4,2
Alloy Silver Silver Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,2,4
Brass Silver White Jewel Set,149,3.4,0,178.79999999999998,29.799999999999983,0,Brass,Organic,1,4
Brass Silver White Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Brass,Organic,3,1
Alloy Rhodium White Jewel Set,348,3.4,0,417.59999999999997,69.59999999999997,0,Alloy,Organic,3,5
Alloy Rhodium White Jewel Set,4199,3.4,0,5038.8,839.8000000000002,0,Alloy,Organic,2,4
Alloy Gold-plated Gold Jewel Set,202,3.4,0,242.39999999999998,40.39999999999998,0,Alloy,Organic,1,4
Alloy Gold-plated Gold Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,3,5
Alloy Copper White Jewel Set,199,3.4,0,238.79999999999998,39.79999999999998,0,Alloy,Organic,5,3
Alloy Copper White Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,1,2
Alloy Copper White Jewel Set,199,3.4,0,238.79999999999998,39.79999999999998,0,Alloy,Organic,5,4
Alloy Copper White Jewel Set,999,3.4,0,1198.8,199.79999999999995,1,Alloy,Organic,5,2
Alloy Copper White Jewel Set,199,3.4,0,238.79999999999998,39.79999999999998,0,Alloy,Sponsored,2,2
Alloy Copper White Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,5,2
Alloy Copper White Jewel Set,199,3.4,0,238.79999999999998,39.79999999999998,0,Alloy,Organic,4,2
Alloy Copper White Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,4,5
Alloy Silver White Jewel Set,188,3.4,0,225.6,37.599999999999994,0,Alloy,Sponsored,3,5
Alloy Silver White Jewel Set,299,3.4,0,358.8,59.80000000000001,0,Alloy,Organic,4,2
Diamond Stone Necklace,226,3.4,0,271.2,45.19999999999999,0,Diamond,Sponsored,2,3
Diamond Stone Necklace,799,3.4,0,958.8,159.79999999999995,0,Diamond,Organic,4,1
Alloy Rhodium White Jewel Set,214,3.4,0,256.8,42.80000000000001,1,Alloy,Organic,3,5
Alloy Rhodium White Jewel Set,2149,3.4,0,2578.7999999999997,429.7999999999997,0,Alloy,Organic,5,5
Brass Gold-plated White Jewel Set,1244,3.4,0,1492.8,248.79999999999995,0,Brass,Organic,4,5
Brass Gold-plated White Jewel Set,4499,3.4,0,5398.8,899.8000000000002,0,Brass,Organic,5,5
Alloy Rhodium White Jewel Set,360,3.4,0,432.0,72.0,0,Alloy,Organic,3,3
Alloy Rhodium White Jewel Set,3999,3.4,0,4798.8,799.8000000000002,0,Alloy,Sponsored,2,1
"Alloy Copper White, Blue Jewel Set",296,3.4,0,355.2,59.19999999999999,0,Alloy,Organic,5,4
"Alloy Copper White, Blue Jewel Set",999,3.4,0,1198.8,199.79999999999995,0,Alloy,Sponsored,2,3
Alloy Copper White Jewel Set,287,3.4,0,344.4,57.39999999999998,1,Alloy,Organic,1,4
Alloy Copper White Jewel Set,999,3.4,0,1198.8,199.79999999999995,1,Alloy,Organic,2,3
Alloy Copper Silver Jewel Set,296,3.4,0,355.2,59.19999999999999,0,Alloy,Organic,5,2
Alloy Copper Silver Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,4,5
Alloy Copper White Jewel Set,296,3.4,0,355.2,59.19999999999999,0,Alloy,Sponsored,5,4
Alloy Copper White Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,3,3
Alloy Copper White Jewel Set,296,3.4,0,355.2,59.19999999999999,0,Alloy,Sponsored,2,5
Alloy Copper White Jewel Set,999,3.4,0,1198.8,199.79999999999995,0,Alloy,Organic,2,5
"Alloy Gold-plated White, Gold Jewel Set",166,3.4,0,199.2,33.19999999999999,0,Alloy,Organic,2,1
"Alloy Gold-plated White, Gold Jewel Set",890,3.4,0,1068.0,178.0,0,Alloy,Organic,1,2
Alloy Rhodium Rose Gold Jewel Set,236,3.4,0,283.2,47.19999999999999,1,Alloy,Organic,2,5
Alloy Rhodium Rose Gold Jewel Set,2699,3.4,0,3238.7999999999997,539.7999999999997,0,Alloy,Organic,2,3
Brass Rhodium Green Jewel Set,1234,3.4,0,1480.8,246.79999999999995,0,Brass,Organic,5,2
Brass Rhodium Green Jewel Set,2499,3.4,0,2998.7999999999997,499.7999999999997,0,Brass,Organic,5,2
Diamond Silver Plated Alloy Necklace Set,222,3.4,0,266.4,44.39999999999998,0,Diamond,Organic,5,1
Diamond Silver Plated Alloy Necklace Set,799,3.4,0,958.8,159.79999999999995,0,Diamond,Organic,3,4
Diamond Silver Plated Alloy Necklace Set,180,3.8,842,216.0,36.0,0,Diamond,Organic,3,2
Diamond Silver Plated Alloy Necklace Set,269,3.8,98,322.8,53.80000000000001,0,Diamond,Sponsored,5,3
Diamond Silver Plated Alloy Necklace Set,151,3.8,23,181.2,30.19999999999999,0,Diamond,Organic,3,4
Diamond Silver Plated Alloy Necklace Set,170,4.2,2762,204.0,34.0,0,Diamond,Organic,5,5
Diamond Silver Plated Alloy Necklace Set,239,,0,286.8,47.80000000000001,0,Diamond,Organic,3,4
Necklaces & Chains,100,3.4,0,120.0,20.0,0,Necklaces,Organic,5,1
Necklaces & Chains,200,3.4,0,240.0,40.0,0,Necklaces,Organic,4,5
Necklaces & Chains,500,3.4,0,600.0,100.0,0,Necklaces,Organic,3,3
Necklaces & Chains,700,3.4,0,840.0,140.0,0,Necklaces,Organic,1,1
Necklaces & Chains,1500,3.4,0,1800.0,300.0,1,Necklaces,Organic,4,3
Necklaces & Chains,100,3.4,0,120.0,20.0,0,Necklaces,Organic,3,5
Necklaces & Chains,200,3.4,0,240.0,40.0,0,Necklaces,Organic,5,1
Necklaces & Chains,500,3.4,0,600.0,100.0,0,Necklaces,Sponsored,2,3
Necklaces & Chains,700,3.4,0,840.0,140.0,0,Necklaces,Organic,4,5
Necklaces & Chains,1500,3.4,0,1800.0,300.0,0,Necklaces,Sponsored,2,2
Necklaces & Chains,1500,3.4,0,1800.0,300.0,0,Necklaces,Sponsored,4,1
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",147,3.4,0,176.4,29.400000000000006,0,"Brass,",Organic,3,3
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",999,3.4,0,1198.8,199.79999999999995,0,"Brass,",Organic,2,2
Brass Gold-plated White Jewel Set,1244,3.4,0,1492.8,248.79999999999995,0,Brass,Organic,3,3
Brass Gold-plated White Jewel Set,4499,3.4,0,5398.8,899.8000000000002,0,Brass,Organic,2,3
Diamond Palladium Plated Brass Necklace,247,3.4,0,296.4,49.39999999999998,0,Diamond,Organic,4,1
Diamond Palladium Plated Brass Necklace,1000,3.4,0,1200.0,200.0,0,Diamond,Organic,5,4
Diamond Gold-plated Plated Stainless Steel Necklace,210,3.4,0,252.0,42.0,0,Diamond,Organic,3,4
Diamond Gold-plated Plated Stainless Steel Necklace,399,3.4,0,478.79999999999995,79.79999999999995,0,Diamond,Organic,4,5
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",140,3.4,0,168.0,28.0,0,"Brass,",Organic,1,3
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Organic,5,3
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",140,3.4,0,168.0,28.0,0,"Brass,",Organic,2,4
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Organic,4,3
Brass Rhodium Silver Jewel Set,576,3.4,0,691.1999999999999,115.19999999999993,0,Brass,Organic,5,2
Brass Rhodium Silver Jewel Set,2799,3.4,0,3358.7999999999997,559.7999999999997,0,Brass,Sponsored,3,5
Trendy Diamond Chain Necklace Combo Pack Of 5 For Women...,143,3.4,0,171.6,28.599999999999994,0,Trendy,Sponsored,1,5
Trendy Diamond Chain Necklace Combo Pack Of 5 For Women...,1299,3.4,0,1558.8,259.79999999999995,0,Trendy,Organic,3,5
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",140,3.4,0,168.0,28.0,0,"Brass,",Organic,2,2
"Brass, Alloy Gold-plated, Rhodium Gold, White Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Sponsored,1,4
®Pearl Necklace Jewellery for Groom Seven Line Dulha Mo...,486,3.4,0,583.1999999999999,97.19999999999993,0,®Pearl,Organic,4,1
®Pearl Necklace Jewellery for Groom Seven Line Dulha Mo...,1849,3.4,0,2218.7999999999997,369.7999999999997,0,®Pearl,Organic,3,4
Brass Rhodium Pink Jewel Set,1485,3.4,0,1782.0,297.0,0,Brass,Organic,2,2
Brass Rhodium Pink Jewel Set,5499,3.4,0,6598.8,1099.8000000000002,0,Brass,Organic,2,1
Brass Rhodium Blue Jewel Set,1255,3.4,0,1506.0,251.0,0,Brass,Sponsored,1,4
Brass Rhodium Blue Jewel Set,5499,3.4,0,6598.8,1099.8000000000002,0,Brass,Organic,2,5
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",156,3.4,0,187.2,31.19999999999999,0,"Brass,",Sponsored,3,2
"Brass, Stone, Crystal, Stainless Steel Gold-plated Silv...",999,3.4,0,1198.8,199.79999999999995,0,"Brass,",Organic,5,2
shimmering beautiful pack of 6 necklace and chain combo...,142,3.4,0,170.4,28.400000000000006,1,shimmering,Organic,4,1
shimmering beautiful pack of 6 necklace and chain combo...,1399,3.4,0,1678.8,279.79999999999995,0,shimmering,Organic,4,2
"Brass, Alloy Gold-plated, Rhodium Gold, Black Jewel Set",140,3.4,0,168.0,28.0,0,"Brass,",Organic,4,4
"Brass, Alloy Gold-plated, Rhodium Gold, Black Jewel Set",749,3.4,0,898.8,149.79999999999995,0,"Brass,",Sponsored,5,3
Combo of 4 Traditional 18 inch Daily Wear Necklace Set ...,125,3.4,0,150.0,25.0,0,Combo,Organic,3,3
Combo of 4 Traditional 18 inch Daily Wear Necklace Set ...,849,3.4,0,1018.8,169.79999999999995,1,Combo,Organic,1,5
Brass Rhodium Blue Jewel Set,2475,3.4,0,2970.0,495.0,1,Brass,Organic,2,3
Brass Rhodium Blue Jewel Set,7999,3.4,0,9598.8,1599.7999999999993,0,Brass,Organic,2,2
Trendy Diamond Chain Necklace Combo Pack Of 5 For Women...,130,3.4,0,156.0,26.0,0,Trendy,Organic,3,5
Trendy Diamond Chain Necklace Combo Pack Of 5 For Women...,1299,3.4,0,1558.8,259.79999999999995,0,Trendy,Sponsored,4,5
Alloy Rhodium White Jewel Set,215,3.4,0,258.0,43.0,0,Alloy,Sponsored,3,4
Alloy Rhodium White Jewel Set,1399,3.4,0,1678.8,279.79999999999995,0,Alloy,Organic,4,1
